,city,city_seo_name,citypart,citypart_seo_name,country,country_id,country_seo_name,district,district_id,district_seo_name,entity_type,geohash,gps_lat,gps_lon,housenumber,inaccuracy_type,municipality,municipality_id,municipality_seo_name,quarter,quarter_id,quarter_seo_name,region,region_id,region_seo_name,street,street_id,street_seo_name,streetnumber,ward,ward_id,ward_seo_name
0,Praha,praha,Libeň,liben,Česká republika,112,ceska-republika,Praha 8,5008,praha-8,address,u2fm15r97h,50.1157484778126,14.4684447971825,,street,,3468,,Praha 8,115,praha-8,Hlavní město Praha,10,hlavni-mesto-praha,Zenklova,125587,zenklova,,,14955,
1,Praha,praha,Stodůlky,stodulky,Česká republika,112,ceska-republika,Praha 5,5005,praha-5,street,u2fhtwj9mu,50.04296233958891,14.312009164387078,,street,,3468,,Praha-Řeporyje,102,praha-reporyje,Hlavní město Praha,10,hlavni-mesto-praha,Toufarova,5196650,toufarova,,,14962,
2,Praha,praha,Prosek,prosek,Česká republika,112,ceska-republika,Praha 9,5009,praha-9,address,u2fm1u6t35,50.1219229,14.4944527,484,gps,,3468,,Praha 9,119,praha-9,Hlavní město Praha,10,hlavni-mesto-praha,Vysočanská,122770,vysocanska,87,,13710,
3,Praha,praha,Holešovice,holesovice,Česká republika,112,ceska-republika,Praha 7,5007,praha-7,address,u2fm02kmms,50.099955,14.431128,738,gps,,3468,,Praha 7,113,praha-7,Hlavní město Praha,10,hlavni-mesto-praha,Pplk. Sochora,121879,pplk-sochora,38,,14951,
4,Praha,praha,Smíchov,smichov,Česká republika,112,ceska-republika,Praha 5,5005,praha-5,address,u2fhxzugup,50.053021,14.4097724,2584,gps,,3468,,Praha 5,97,praha-5,Hlavní město Praha,10,hlavni-mesto-praha,Nádražní,121102,nadrazni,2,,13687,
5,Praha,praha,Záběhlice,zabehlice,Česká republika,112,ceska-republika,Praha 10,5010,praha-10,address,u2fkcbjfm3,50.054107,14.499089,3100,gps,,3468,,Praha 10,132,praha-10,Hlavní město Praha,10,hlavni-mesto-praha,Aubrechtové,124868,aubrechtove,12,,14970,
6,Praha,praha,Bohnice,bohnice,Česká republika,112,ceska-republika,Praha 8,5008,praha-8,address,u2fm0q0jxd,50.131574,14.425371,405,gps,,3468,,Praha 8,115,praha-8,Hlavní město Praha,10,hlavni-mesto-praha,Katovická,123413,katovicka,16,,13704,
7,Praha,praha,Vokovice,vokovice,Česká republika,112,ceska-republika,Praha 6,5006,praha-6,address,u2fjn8nc8v,50.0979459049707,14.3574547968361,676,address,,3468,,Praha 6,107,praha-6,Hlavní město Praha,10,hlavni-mesto-praha,Evropská,120345,evropska,152,,13697,
8,Praha,praha,Břevnov,brevnov,Česká republika,112,ceska-republika,Praha 6,5006,praha-6,address,u2fhzj9d9v,50.08438,14.372257,1674,gps,,3468,,Praha 6,107,praha-6,Hlavní město Praha,10,hlavni-mesto-praha,Pod Marjánkou,121424,pod-marjankou,39,,14948,
9,Praha,praha,Bohnice,bohnice,Česká republika,112,ceska-republika,Praha 8,5008,praha-8,address,u2fjpymgt0,50.1325906021656,14.4111973390424,,street,,3468,,Praha 8,115,praha-8,Hlavní město Praha,10,hlavni-mesto-praha,Cafourkova,123439,cafourkova,,,13704,
10,Praha,praha,Nusle,nusle,Česká republika,112,ceska-republika,Praha 4,5004,praha-4,address,u2fkbc90rs,50.0620197540803,14.44872157992,,street,,3468,,Praha 4,90,praha-4,Hlavní město Praha,10,hlavni-mesto-praha,V Horkách,122523,v-horkach,,,14960,
11,Praha,praha,Vinohrady,vinohrady,Česká republika,112,ceska-republika,Praha 2,5002,praha-2,address,u2fkbev0n3,50.074320059,14.4431738669,1491,gps,,3468,,Praha 2,88,praha-2,Hlavní město Praha,10,hlavni-mesto-praha,Moravská,120582,moravska,20,,14967,
12,Praha,praha,Vinohrady,vinohrady,Česká republika,112,ceska-republika,Praha 2,5002,praha-2,address,u2fkbev0n3,50.074320059,14.4431738669,1491,gps,,3468,,Praha 2,88,praha-2,Hlavní město Praha,10,hlavni-mesto-praha,Moravská,120582,moravska,20,,14967,
13,Praha,praha,Libeň,liben,Česká republika,112,ceska-republika,Praha 9,5009,praha-9,address,u2fm19qy5j,50.105580796778,14.4893854702476,,street,,3468,,Praha 9,119,praha-9,Hlavní město Praha,10,hlavni-mesto-praha,Drahobejlova,119526,drahobejlova,,,14955,
14,Praha,praha,Vinoř,vinor,Česká republika,112,ceska-republika,Praha 9,5009,praha-9,address,u2fm78jq6x,50.1427160765622,14.5751930951878,787,address,,3468,,Praha-Vinoř,131,praha-vinor,Hlavní město Praha,10,hlavni-mesto-praha,Českodubská,152662,ceskodubska,,,12299,
15,Praha,praha,Břevnov,brevnov,Česká republika,112,ceska-republika,Praha 6,5006,praha-6,address,u2fhyvnqxf,50.08230559065272,14.368052106988609,1950,address,,3468,,Praha 6,107,praha-6,Hlavní město Praha,10,hlavni-mesto-praha,Hošťálkova,119764,hostalkova,27,,14948,
16,Praha,praha,Dejvice,dejvice,Česká republika,112,ceska-republika,Praha 6,5006,praha-6,address,u2fjp29bn4,50.100414360489,14.3837744760275,164,address,,3468,,Praha 6,107,praha-6,Hlavní město Praha,10,hlavni-mesto-praha,Mydlářka,120602,mydlarka,9,,13698,
17,Praha,praha,Košíře,kosire,Česká republika,112,ceska-republika,Praha 5,5005,praha-5,street,u2fhz75mmn,50.07112674540863,14.385791024167048,,street,,3468,,Praha 5,97,praha-5,Hlavní město Praha,10,hlavni-mesto-praha,Starokošířská,121932,starokosirska,,,13688,
18,Praha,praha,Smíchov,smichov,Česká republika,112,ceska-republika,Praha 5,5005,praha-5,address,u2fhzgf4ku,50.074721,14.40603,1269,gps,,3468,,Praha 5,97,praha-5,Hlavní město Praha,10,hlavni-mesto-praha,Preslova,121551,preslova,17,,13687,
19,Praha,praha,Strašnice,strasnice,Česká republika,112,ceska-republika,Praha 10,5010,praha-10,address,u2fkcuc8u4,50.07994614760832,14.493205017290107,2045,address,,3468,,Praha 10,132,praha-10,Hlavní město Praha,10,hlavni-mesto-praha,Hostýnská,119763,hostynska,11,,14963,
20,Praha,praha,Vokovice,vokovice,Česká republika,112,ceska-republika,Praha 6,5006,praha-6,address,u2fhyxupzn,50.09764754162767,14.353943987112,649,address,,3468,,Praha 6,107,praha-6,Hlavní město Praha,10,hlavni-mesto-praha,Egyptská,119572,egyptska,3,,13697,
21,Praha,praha,Žižkov,zizkov,Česká republika,112,ceska-republika,Praha 3,5003,praha-3,address,u2fkbvhuh0,50.0818639744684,14.4537215724225,825,address,,3468,,Praha 3,89,praha-3,Hlavní město Praha,10,hlavni-mesto-praha,Bořivojova,119323,borivojova,31,,14971,
22,Praha,praha,Žižkov,zizkov,Česká republika,112,ceska-republika,Praha 3,5003,praha-3,address,u2fkbvhuh0,50.0818639744684,14.4537215724225,825,address,,3468,,Praha 3,89,praha-3,Hlavní město Praha,10,hlavni-mesto-praha,Bořivojova,119323,borivojova,31,,14971,
23,Praha,praha,Žižkov,zizkov,Česká republika,112,ceska-republika,Praha 3,5003,praha-3,address,u2fkbvhuh0,50.0818639744684,14.4537215724225,825,address,,3468,,Praha 3,89,praha-3,Hlavní město Praha,10,hlavni-mesto-praha,Bořivojova,119323,borivojova,31,,14971,
24,Praha,praha,Troja,troja,Česká republika,112,ceska-republika,Praha 8,5008,praha-8,address,u2fm0mhxk7,50.126383,14.431414,682,gps,,3468,,Praha 8,115,praha-8,Hlavní město Praha,10,hlavni-mesto-praha,Vřesová,141641,vresova,4,,14965,
25,Praha,praha,Libeň,liben,Česká republika,112,ceska-republika,Praha 8,5008,praha-8,address,u2fm16k8zd,50.110157,14.475503,1027,gps,,3468,,Praha 8,115,praha-8,Hlavní město Praha,10,hlavni-mesto-praha,U libeňského pivovaru,122285,u-libenskeho-pivovaru,31,,14955,
26,Praha,praha,Záběhlice,zabehlice,Česká republika,112,ceska-republika,Praha 10,5010,praha-10,address,u2fkcch6nz,50.059587,14.497095,2850,gps,,3468,,Praha 10,132,praha-10,Hlavní město Praha,10,hlavni-mesto-praha,Narcisová,121109,narcisova,2,,14970,
27,Praha,praha,Chodov,chodov,Česká republika,112,ceska-republika,Praha 4,5004,praha-4,address,u2fkd6xpfk,50.0248547,14.522654,1340,gps,,3468,,Praha 11,91,praha-11,Hlavní město Praha,10,hlavni-mesto-praha,Bohúňova,124738,bohunova,5,,13679,
28,Praha,praha,Strašnice,strasnice,Česká republika,112,ceska-republika,Praha 10,5010,praha-10,address,u2fkcduhvn,50.069667,14.485696,3221,gps,,3468,,Praha 10,132,praha-10,Hlavní město Praha,10,hlavni-mesto-praha,U Hranic,122239,u-hranic,14,,14963,
29,Praha,praha,Pitkovice,pitkovice,Česká republika,112,ceska-republika,Praha 10,5010,praha-10,address,u2fkec53fv,50.0155902778,14.5834425,176,address,,3468,,Praha 22,80,praha-22,Hlavní město Praha,10,hlavni-mesto-praha,Pečárková,152298,pecarkova,6,,14961,
30,Praha,praha,Záběhlice,zabehlice,Česká republika,112,ceska-republika,Praha 10,5010,praha-10,address,u2fkccnx3t,50.060477,14.499963,2966,gps,,3468,,Praha 10,132,praha-10,Hlavní město Praha,10,hlavni-mesto-praha,Ostružinová,121248,ostruzinova,50,,14970,
31,Praha,praha,Žižkov,zizkov,Česká republika,112,ceska-republika,Praha 3,5003,praha-3,address,u2fkcq25n4,50.0885696411133,14.4692602157593,1692,gps,,3468,,Praha 3,89,praha-3,Hlavní město Praha,10,hlavni-mesto-praha,Jeseniova,119904,jeseniova,93,,14971,
32,Praha,praha,Letňany,letnany,Česká republika,112,ceska-republika,Praha 9,5009,praha-9,address,u2fm4rkths,50.1383666,14.5193203,750,gps,,3468,,Praha 18,128,praha-18,Hlavní město Praha,10,hlavni-mesto-praha,Pavla Beneše,5183407,pavla-benese,14,,13717,
33,Praha,praha,Žižkov,zizkov,Česká republika,112,ceska-republika,Praha 3,5003,praha-3,address,u2fkcxq3g0,50.093838,14.488695,,gps,,3468,,Praha 3,89,praha-3,Hlavní město Praha,10,hlavni-mesto-praha,Na vrcholu,120924,na-vrcholu,,,14971,
34,Praha,praha,Vinohrady,vinohrady,Česká republika,112,ceska-republika,Praha 10,5010,praha-10,address,u2fkce795t,50.0717665,14.484943,,gps,,3468,,Praha 10,132,praha-10,Hlavní město Praha,10,hlavni-mesto-praha,Pod Rapidem,121444,pod-rapidem,,,14967,
35,Praha,praha,Stodůlky,stodulky,Česká republika,112,ceska-republika,Praha 5,5005,praha-5,address,u2fhwjx1z6,50.04028961526485,14.336101190538027,2766,address,,3468,,Praha 13,98,praha-13,Hlavní město Praha,10,hlavni-mesto-praha,Tlumačovská,123817,tlumacovska,26a,,14962,
36,Praha,praha,Holešovice,holesovice,Česká republika,112,ceska-republika,Praha 7,5007,praha-7,address,u2fm0f243j,50.110430281137965,14.447071477367961,1629,address,,3468,,Praha 7,113,praha-7,Hlavní město Praha,10,hlavni-mesto-praha,U Pergamenky,122333,u-pergamenky,13,,14951,
37,Praha,praha,Holešovice,holesovice,Česká republika,112,ceska-republika,Praha 7,5007,praha-7,address,u2fm0f243j,50.110430281137965,14.447071477367961,1629,address,,3468,,Praha 7,113,praha-7,Hlavní město Praha,10,hlavni-mesto-praha,U Pergamenky,122333,u-pergamenky,13,,14951,
38,Praha,praha,Břevnov,brevnov,Česká republika,112,ceska-republika,Praha 6,5006,praha-6,address,u2fhzj9r5b,50.0851287841797,14.3719987869263,1455,gps,,3468,,Praha 6,107,praha-6,Hlavní město Praha,10,hlavni-mesto-praha,Pod Drinopolem,121371,pod-drinopolem,6,,14948,
39,Praha,praha,Čakovice,cakovice,Česká republika,112,ceska-republika,Praha 9,5009,praha-9,address,u2fm69fb9t,50.151328297349,14.5277682739437,,street,,3468,,Praha-Čakovice,122,praha-cakovice,Hlavní město Praha,10,hlavni-mesto-praha,Cukrovarská,119713,cukrovarska,,,13712,
40,Praha,praha,Karlín,karlin,Česká republika,112,ceska-republika,Praha 8,5008,praha-8,address,u2fkbybyqh,50.0918868394287,14.4483121387592,,street,,3468,,Praha 8,115,praha-8,Hlavní město Praha,10,hlavni-mesto-praha,Křižíkova,120298,krizikova,,,13707,
41,Praha,praha,Vinohrady,vinohrady,Česká republika,112,ceska-republika,Praha 2,5002,praha-2,address,u2fkb7weyt,50.0736088514154,14.4342634013095,,street,,3468,,Praha 2,88,praha-2,Hlavní město Praha,10,hlavni-mesto-praha,Londýnská,120409,londynska,,,14967,
42,Praha,praha,Řepy,repy,Česká republika,112,ceska-republika,Praha 6,5006,praha-6,address,u2fhvd0k3g,50.0654430556,14.3046197222,1142,address,,3468,,Praha 17,111,praha-17,Hlavní město Praha,10,hlavni-mesto-praha,Makovského,125023,makovskeho,9,,13699,
43,Praha,praha,Chodov,chodov,Česká republika,112,ceska-republika,Praha 4,5004,praha-4,address,u2fk9vvf8q,50.041816,14.498879,2413,gps,,3468,,Praha 11,91,praha-11,Hlavní město Praha,10,hlavni-mesto-praha,Čenětická,125415,ceneticka,1a,,13679,
44,Praha,praha,Stodůlky,stodulky,Česká republika,112,ceska-republika,Praha 5,5005,praha-5,address,u2fhwnhsxc,50.0435072361961,14.3326844367032,,street,,3468,,Praha 13,98,praha-13,Hlavní město Praha,10,hlavni-mesto-praha,Píškova,125376,piskova,,,14962,
45,Praha,praha,Staré Město,stare-mesto,Česká republika,112,ceska-republika,Praha 1,5001,praha-1,ward,u2fkbjdewt,50.08455207370939,14.417780692040914,,ward,,3468,,,-1,,Hlavní město Praha,10,hlavni-mesto-praha,,-1,,,,13674,
46,Praha,praha,Josefov,josefov,Česká republika,112,ceska-republika,Praha 1,5001,praha-1,ward,u2fkbndgs2,50.09001901988793,14.418021694794389,,ward,,3468,,,-1,,Hlavní město Praha,10,hlavni-mesto-praha,,-1,,,,8722,
47,Praha,praha,Praha 1,praha-1,Česká republika,112,ceska-republika,Praha 1,5001,praha-1,quarter,u2fkbnpqf9,50.087837161976786,14.424131015140288,,quarter,,3468,,Praha 1,87,praha-1,Hlavní město Praha,10,hlavni-mesto-praha,,-1,,,,-1,
48,Praha,praha,Praha-Dolní Chabry,praha-dolni-chabry,Česká republika,112,ceska-republika,Praha 8,5008,praha-8,quarter,u2fm29kkgy,50.14931921178555,14.442041099952853,,quarter,,3468,,Praha-Dolní Chabry,118,praha-dolni-chabry,Hlavní město Praha,10,hlavni-mesto-praha,,-1,,,,-1,
49,Praha,praha,Stodůlky,stodulky,Česká republika,112,ceska-republika,Praha 5,5005,praha-5,address,u2fhwkudh2,50.0362028380344,14.3435253783857,2575,gps,,3468,,Praha 13,98,praha-13,Hlavní město Praha,10,hlavni-mesto-praha,Klausova,125314,klausova,9,,14962,
50,Praha,praha,Modřany,modrany,Česká republika,112,ceska-republika,Praha 4,5004,praha-4,address,u2fhxc0qq1,50.0163421630859,14.4036855697632,1888,gps,,3468,,Praha 12,92,praha-12,Hlavní město Praha,10,hlavni-mesto-praha,Československého exilu,125375,ceskoslovenskeho-exilu,4,,13681,
51,Praha,praha,Nové Město,nove-mesto,Česká republika,112,ceska-republika,Praha 1,5001,praha-1,address,u2fkbh975h,50.0789707086229,14.4159119883232,,street,,3468,,Praha 1,87,praha-1,Hlavní město Praha,10,hlavni-mesto-praha,Pštrossova,121631,pstrossova,,,14959,
52,Praha,praha,Žižkov,zizkov,Česká republika,112,ceska-republika,Praha 3,5003,praha-3,address,u2fkbv5vfg,50.0821842532677,14.4522976442043,,street,,3468,,Praha 3,89,praha-3,Hlavní město Praha,10,hlavni-mesto-praha,Čajkovského,119401,cajkovskeho,,,14971,
53,Praha,praha,Vršovice,vrsovice,Česká republika,112,ceska-republika,Praha 10,5010,praha-10,address,u2fkc6buu1,50.069642,14.470198,655,gps,,3468,,Praha 10,132,praha-10,Hlavní město Praha,10,hlavni-mesto-praha,Čeljabinská,119424,celjabinska,10,,14968,
54,Praha,praha,Vysočany,vysocany,Česká republika,112,ceska-republika,Praha 9,5009,praha-9,address,u2fm40yqw1,50.1029,14.5108,777,address,,3468,,Praha 9,119,praha-9,Hlavní město Praha,10,hlavni-mesto-praha,Poděbradská,121503,podebradska,9c,,14969,
55,Praha,praha,Malá Strana,mala-strana,Česká republika,112,ceska-republika,Praha 1,5001,praha-1,address,u2fhzyuhpr,50.091515,14.408886,150,gps,,3468,,Praha 1,87,praha-1,Hlavní město Praha,10,hlavni-mesto-praha,Valdštejnská,122634,valdstejnska,4,,14957,
56,Praha,praha,Nusle,nusle,Česká republika,112,ceska-republika,Praha 4,5004,praha-4,address,u2fkb8h4mt,50.054124894777026,14.441769893041247,885,address,,3468,,Praha 4,90,praha-4,Hlavní město Praha,10,hlavni-mesto-praha,U Svépomoci,122407,u-svepomoci,6,,14960,
57,Praha,praha,Nusle,nusle,Česká republika,112,ceska-republika,Praha 4,5004,praha-4,address,u2fkb8h4mt,50.054124894777026,14.441769893041247,885,address,,3468,,Praha 4,90,praha-4,Hlavní město Praha,10,hlavni-mesto-praha,U Svépomoci,122407,u-svepomoci,6,,14960,
58,Praha,praha,Hlubočepy,hlubocepy,Česká republika,112,ceska-republika,Praha 5,5005,praha-5,address,u2fhxhmemc,50.033678,14.377919,678,gps,,3468,,Praha 5,97,praha-5,Hlavní město Praha,10,hlavni-mesto-praha,Hilmarova,125144,hilmarova,1,,13685,
59,Praha,praha,Žižkov,zizkov,Česká republika,112,ceska-republika,Praha 3,5003,praha-3,address,u2fkcwcm1v,50.091677,14.481776,2390,gps,,3468,,Praha 3,89,praha-3,Hlavní město Praha,10,hlavni-mesto-praha,Strážní,121952,strazni,6,,14971,
60,Praha,praha,Žižkov,zizkov,Česká republika,112,ceska-republika,Praha 3,5003,praha-3,address,u2fkcxpp1v,50.093393,14.489673,,street,,3468,,Praha 3,89,praha-3,Hlavní město Praha,10,hlavni-mesto-praha,K lučinám,120012,k-lucinam,,,14971,
61,Praha,praha,Vinohrady,vinohrady,Česká republika,112,ceska-republika,Praha 10,5010,praha-10,address,u2fkbgcwrc,50.0753916094191,14.4494152670957,,street,,3468,,Praha 10,132,praha-10,Hlavní město Praha,10,hlavni-mesto-praha,Korunní,121321,korunni,,,14967,
62,Praha,praha,Kyje,kyje,Česká republika,112,ceska-republika,Praha 9,5009,praha-9,address,u2fm561kgk,50.1094811474261,14.5587408749537,,street,,3468,,Praha 14,120,praha-14,Hlavní město Praha,10,hlavni-mesto-praha,Pelušková,125682,peluskova,,,13715,
63,Praha,praha,Krč,krc,Česká republika,112,ceska-republika,Praha 4,5004,praha-4,address,u2fk8mh771,50.037795,14.43102,1718,gps,,3468,,Praha 4,90,praha-4,Hlavní město Praha,10,hlavni-mesto-praha,Točitá,122126,tocita,10,,13676,
64,Praha,praha,Lhotka,lhotka,Česká republika,112,ceska-republika,Praha 4,5004,praha-4,address,u2fk86tdzq,50.0240058306464,14.432918035397451,421,address,,3468,,Praha 4,90,praha-4,Hlavní město Praha,10,hlavni-mesto-praha,Jílovská,119933,jilovska,35,,13675,
65,Praha,praha,Stodůlky,stodulky,Česká republika,112,ceska-republika,Praha 5,5005,praha-5,address,u2fhwk9zhe,50.035703,14.339756,2423,gps,,3468,,Praha 13,98,praha-13,Hlavní město Praha,10,hlavni-mesto-praha,Prusíkova,125195,prusikova,2,,14962,
66,Praha,praha,Hodkovičky,hodkovicky,Česká republika,112,ceska-republika,Praha 4,5004,praha-4,address,u2fhxfnusj,50.02155546630428,14.412518517546863,469,address,,3468,,Praha 4,90,praha-4,Hlavní město Praha,10,hlavni-mesto-praha,Pod Lysinami,125541,pod-lysinami,15,,8724,
67,Praha,praha,Holešovice,holesovice,Česká republika,112,ceska-republika,Praha 7,5007,praha-7,address,u2fm0f6eq3,50.110584,14.45073,24,gps,,3468,,Praha 7,113,praha-7,Hlavní město Praha,10,hlavni-mesto-praha,Jankovcova,119870,jankovcova,18,,14951,
68,Praha,praha,Veleslavín,veleslavin,Česká republika,112,ceska-republika,Praha 6,5006,praha-6,address,u2fhyrre0f,50.094063,14.3475,,street,,3468,,Praha 6,107,praha-6,Hlavní město Praha,10,hlavni-mesto-praha,U Sadu,122366,u-sadu,,,13696,
69,Praha,praha,Břevnov,brevnov,Česká republika,112,ceska-republika,Praha 6,5006,praha-6,address,u2fhzjq816,50.0825649183008,14.3791030517264,,street,,3468,,Praha 6,107,praha-6,Hlavní město Praha,10,hlavni-mesto-praha,Smiřického,121868,smirickeho,,,14948,
70,Praha,praha,Vinohrady,vinohrady,Česká republika,112,ceska-republika,Praha 2,5002,praha-2,address,u2fkbe898m,50.073226,14.436743,438,gps,,3468,,Praha 2,88,praha-2,Hlavní město Praha,10,hlavni-mesto-praha,Uruguayská,122490,uruguayska,6,,14967,
71,Praha,praha,Vršovice,vrsovice,Česká republika,112,ceska-republika,Praha 10,5010,praha-10,address,u2fkc69pnr,50.068685,14.470645,1384,gps,,3468,,Praha 10,132,praha-10,Hlavní město Praha,10,hlavni-mesto-praha,Gruzínská,119642,gruzinska,3,,14968,
72,Praha,praha,Žižkov,zizkov,Česká republika,112,ceska-republika,Praha 3,5003,praha-3,address,u2fkbtfff5,50.085787,14.439899,571,gps,,3468,,Praha 3,89,praha-3,Hlavní město Praha,10,hlavni-mesto-praha,Seifertova,120052,seifertova,5,,14971,
73,Praha,praha,Letňany,letnany,Česká republika,112,ceska-republika,Praha 9,5009,praha-9,address,u2fm60h7ds,50.1422255251026,14.5078989396244,,street,,3468,,Praha 18,128,praha-18,Hlavní město Praha,10,hlavni-mesto-praha,Malkovského,125390,malkovskeho,,,13717,
74,Praha,praha,Modřany,modrany,Česká republika,112,ceska-republika,Praha 4,5004,praha-4,address,u2fk807wy4,50.012311,14.419133,3040,gps,,3468,,Praha 12,92,praha-12,Hlavní město Praha,10,hlavni-mesto-praha,Krouzova,124972,krouzova,18,,13681,
75,Praha,praha,Nové Město,nove-mesto,Česká republika,112,ceska-republika,Praha 2,5002,praha-2,address,u2fkb7dqp9,50.07397762439597,14.428468184956392,1471,address,,3468,,Praha 2,88,praha-2,Hlavní město Praha,10,hlavni-mesto-praha,Na Bojišti,120623,na-bojisti,22,,14959,
76,Praha,praha,Dejvice,dejvice,Česká republika,112,ceska-republika,Praha 6,5006,praha-6,address,u2fjp7s8h1,50.116891,14.38746,2416,gps,,3468,,Praha 6,107,praha-6,Hlavní město Praha,10,hlavni-mesto-praha,Matějská,120512,matejska,1,,13698,
77,Praha,praha,Střížkov,strizkov,Česká republika,112,ceska-republika,Praha 9,5009,praha-9,address,u2fm1vbyvh,50.13042475086756,14.492217601109012,622,address,,3468,,Praha 9,119,praha-9,Hlavní město Praha,10,hlavni-mesto-praha,Makedonská,5183410,makedonska,12,,14964,
78,Praha,praha,Kbely,kbely,Česká republika,112,ceska-republika,Praha 9,5009,praha-9,street,u2fm4y344q,50.132369148381024,14.536390189446177,,street,,3468,,Praha 19,125,praha-19,Hlavní město Praha,10,hlavni-mesto-praha,Plzákova,5197321,plzakova,,,13714,
79,Praha,praha,Vysočany,vysocany,Česká republika,112,ceska-republika,Praha 9,5009,praha-9,address,u2fm41n7y1,50.1038,14.5108,938,address,,3468,,Praha 9,119,praha-9,Hlavní město Praha,10,hlavni-mesto-praha,Pod Harfou,121382,pod-harfou,60,,14969,
80,Praha,praha,Nové Město,nove-mesto,Česká republika,112,ceska-republika,Praha 2,5002,praha-2,address,u2fkbh1kft,50.0765263915329,14.4158871056188,,street,,3468,,Praha 2,88,praha-2,Hlavní město Praha,10,hlavni-mesto-praha,Záhořanského,122838,zahoranskeho,,,14959,
81,Praha,praha,Holešovice,holesovice,Česká republika,112,ceska-republika,Praha 7,5007,praha-7,address,u2fm0c9y6m,50.106997,14.449524,1383,gps,,3468,,Praha 7,113,praha-7,Hlavní město Praha,10,hlavni-mesto-praha,Komunardů,120185,komunardu,55,,14951,
82,Praha,praha,Holešovice,holesovice,Česká republika,112,ceska-republika,Praha 7,5007,praha-7,address,u2fm00n7wf,50.098269,14.422942,1277,gps,,3468,,Praha 7,113,praha-7,Hlavní město Praha,10,hlavni-mesto-praha,Nad štolou,121070,nad-stolou,6,,14951,
83,Praha,praha,Hostivař,hostivar,Česká republika,112,ceska-republika,Praha 10,5010,praha-10,address,u2fkdxg9hq,50.052543,14.528918,1666,gps,,3468,,Praha 15,133,praha-15,Hlavní město Praha,10,hlavni-mesto-praha,Na Plískavě,120802,na-pliskave,27,,13718,
84,Praha,praha,Karlín,karlin,Česká republika,112,ceska-republika,Praha 8,5008,praha-8,address,u2fkbwubwg,50.0908969527,14.4428573579,140,gps,,3468,,Praha 8,115,praha-8,Hlavní město Praha,10,hlavni-mesto-praha,Prvního pluku,121582,prvniho-pluku,4,,13707,
85,Praha,praha,Kobylisy,kobylisy,Česká republika,112,ceska-republika,Praha 8,5008,praha-8,address,u2fm1jcujb,50.129930768,14.460664866,1231,gps,,3468,,Praha 8,115,praha-8,Hlavní město Praha,10,hlavni-mesto-praha,Šiškova,123359,siskova,15,,13706,
86,Praha,praha,Smíchov,smichov,Česká republika,112,ceska-republika,Praha 5,5005,praha-5,address,u2fhzu77gp,50.0777418309,14.4076703859,714,gps,,3468,,Praha 5,97,praha-5,Hlavní město Praha,10,hlavni-mesto-praha,Malátova,120470,malatova,3,,13687,
87,Praha,praha,Vršovice,vrsovice,Česká republika,112,ceska-republika,Praha 10,5010,praha-10,address,u2fkbg1d8j,50.0706504316,14.4490913454,384,gps,,3468,,Praha 10,132,praha-10,Hlavní město Praha,10,hlavni-mesto-praha,Černomořská,119435,cernomorska,9,,14968,
88,Praha,praha,Košíře,kosire,Česká republika,112,ceska-republika,Praha 5,5005,praha-5,address,u2fhz48t7c,50.0683517739,14.3709669377,488,gps,,3468,,Praha 5,97,praha-5,Hlavní město Praha,10,hlavni-mesto-praha,Musílkova,120600,musilkova,12,,13688,
89,Praha,praha,Smíchov,smichov,Česká republika,112,ceska-republika,Praha 5,5005,praha-5,address,u2fhzej202,50.0701912,14.3993209,1362,gps,,3468,,Praha 5,97,praha-5,Hlavní město Praha,10,hlavni-mesto-praha,Na Zatlance,120959,na-zatlance,7,,13687,
90,Praha,praha,Smíchov,smichov,Česká republika,112,ceska-republika,Praha 5,5005,praha-5,address,u2fhzg7ymc,50.0726469,14.408483,751,gps,,3468,,Praha 5,97,praha-5,Hlavní město Praha,10,hlavni-mesto-praha,Zborovská,122878,zborovska,2,,13687,
91,Praha,praha,Vysočany,vysocany,Česká republika,112,ceska-republika,Praha 9,5009,praha-9,street,u2fkcxbhvg,50.09711975495891,14.480230869168489,,street,,3468,,Praha 9,119,praha-9,Hlavní město Praha,10,hlavni-mesto-praha,Za Krejcárkem,5195329,za-krejcarkem,,,14969,
92,Praha,praha,Horní Měcholupy,horni-mecholupy,Česká republika,112,ceska-republika,Praha 10,5010,praha-10,address,u2fkejfyfu,50.042536042022085,14.549793696577973,,street,,3468,,Praha 15,133,praha-15,Hlavní město Praha,10,hlavni-mesto-praha,Padovská,148022,padovska,,,13719,
93,Praha,praha,Smíchov,smichov,Česká republika,112,ceska-republika,Praha 5,5005,praha-5,address,u2fhz72pmv,50.0728376,14.3813513,3299,gps,,3468,,Praha 5,97,praha-5,Hlavní město Praha,10,hlavni-mesto-praha,Podbělohorská,121501,podbelohorska,14,,13687,
94,Praha,praha,Vysočany,vysocany,Česká republika,112,ceska-republika,Praha 9,5009,praha-9,address,u2fm41ngvc,50.1037999941,14.5114789894,933,gps,,3468,,Praha 9,119,praha-9,Hlavní město Praha,10,hlavni-mesto-praha,Pod Harfou,121382,pod-harfou,62,,14969,
95,Praha,praha,Košíře,kosire,Česká republika,112,ceska-republika,Praha 5,5005,praha-5,address,u2fhyfx03c,50.0674952282425,14.3688191055274,,street,,3468,,Praha 5,97,praha-5,Hlavní město Praha,10,hlavni-mesto-praha,Musílkova,120600,musilkova,,,13688,
